index,time_s,wavelength_nm,A_main_real,A_main_imag,A_aux_real,A_aux_imag,main_spectrum_db,aux_spectrum_db,param_wl_center_nm,param_FSR_main,param_FSR_aux,param_coupling_ring_bus,param_coupling_ring_ring,param_coupling_ring_drop,param_gamma,param_alpha_int_main,param_alpha_int_aux,param_beta_2,param_intensity_in,param_detuning_main,param_detuning_aux,param_detuning_step,param_nrt,param_n_per_step,param_n_small_time
43,-2.0792565e-12,1493.3036,-1.7307395,2.5407062,-1.1819714,0.7224118,0.020957638633618103,-20.56241403083166,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
44,-2.0694715e-12,1491.8202,-1.8194336,2.649183,-1.1730225,0.6572071,-5.406969929428541,-26.269468770937735,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
45,-2.0596868e-12,1490.3398,-1.9313399,2.6796281,-1.112178,0.5983769,-6.92053676038681,-27.272748446488883,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
46,-2.0499021e-12,1488.8625,-2.070307,2.6657517,-1.0051446,0.5905706,-1.6398868080236575,-23.340494157889196,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
47,-2.0401174e-12,1487.388,-2.2018971,2.585368,-0.9106086,0.67954886,2.045452134843533,-19.74110586886343,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
48,-2.0303327e-12,1485.9163,-2.285583,2.4023876,-0.8797903,0.79258937,4.484274891106779,-17.462008253369845,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
49,-2.020548e-12,1484.4478,-2.3154984,2.122452,-0.8642051,0.86008376,6.212506545718167,-15.989581851281358,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
50,-2.0107633e-12,1482.9819,-2.290798,1.8094165,-0.81644404,0.93868345,7.457932163622555,-14.782948124356103,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
51,-2.0009786e-12,1481.5192,-2.2316306,1.5528796,-0.8092131,1.0618654,8.334795975969271,-13.784069128534725,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
52,-1.9911939e-12,1480.0592,-2.1598425,1.4307522,-0.86004704,1.1580215,8.922756564178446,-13.063721966149203,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
53,-1.981409e-12,1478.602,-2.094446,1.448295,-0.9171214,1.1664255,9.240088667867955,-12.461804393938408,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
54,-1.9716243e-12,1477.1477,-2.0116682,1.5563223,-0.9643488,1.1020268,9.716118909024832,-11.78242975056228,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
55,-1.9618395e-12,1475.6964,-1.8772209,1.7395686,-1.0355648,1.0142201,10.335076483609583,-10.768648308825377,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
56,-1.9520548e-12,1474.2478,-1.7369002,2.0201359,-1.1093096,0.9313774,10.952504743779144,-9.747929696673758,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
57,-1.9422701e-12,1472.8021,-1.6929574,2.3315005,-1.1471057,0.8562129,11.551477610033395,-8.612018375331822,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
58,-1.9324854e-12,1471.3594,-1.7705464,2.5603445,-1.1535726,0.7951777,12.012660720569638,-7.479130247161109,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
59,-1.9227007e-12,1469.9193,-1.9018302,2.6780183,-1.1358733,0.7352226,12.286181321914661,-6.416680647111697,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
60,-1.9129158e-12,1468.482,-2.0314424,2.7213485,-1.0788743,0.6661326,12.334291440237742,-5.421838128194956,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
61,-1.903131e-12,1467.0477,-2.1445057,2.7256525,-0.9776634,0.64657414,12.109518044689306,-4.464788483355086,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
62,-1.8933464e-12,1465.6161,-2.231818,2.6600132,-0.89147526,0.7315967,11.537794402228982,-3.588533276013493,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
63,-1.8835617e-12,1464.1873,-2.2845192,2.4859567,-0.86974174,0.8463601,10.517753694533376,-2.8668974321950387,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
64,-1.873777e-12,1462.7611,-2.3122084,2.2114758,-0.8624022,0.91698855,8.807181665443295,-2.2649585934009124,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
